car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Tata Tiago,Tata,Tiago,4.0,24800,iNDivIdUaL,Gasoline,maNUAL,23.84,1199.0,84.0,5,335000
Maruti Alto,Maruti,Alto,16.0,70000,Owner,Gasoline,Manual,19.7,796.0,46.3,5,85000
Honda Jazz,Honda,Jazz,3.0,20000,Dealer,Petrol,A/T,17.1,1199.0,88.51,5,740000
Maruti Swift,Marut,Swift,8.0,34553,Dealer,Petrol,Manual,22.0,1197.0,81.8,5,375000
Maruti Vitara,  Maruti,Vitara,3.0,40000,  Individual,Diesel,Manual,24.3,1248.0,88.5,5,810000
Volkswagen Polo,Volkswagen,Polo,11.0,350000,Individual  ,Gasoline,  Manual,16.47,1198.0,73.9,5,173000
Maruti Vitara,Maruti,Vitara,4.0,50000,Individual,Diesel,Manual,24.3,1248.0,88.5,5,700000
Mahindra KUV,,KUV,5.0,70000,Owner,,Manual,25.32,1198.0,77.0,6,310000
Mahindra Scorpio,mahindra,Scorpio,4.0,120000,Owner,Diesel,Manual,15.4,1997.0,120.0,7,850000
Hyundai i20,Hyundai,i20,8.0,90000,,,Manual,22.54,1396.0,88.76,5,285000
Maruti Swift Dzire,Marut,Swift Dzire,7.0,120000,,Diesel,,23.4,,74.0,5,450000
Hyundai Creta,Hyunda,Creta,4.0,80000,Individual,Diesel,Manual,19.67,1582.0,,5,1100000
Mahindra Scorpio,MahiNDrA,Scorpio,4.0,30000,Owner,,Manual,15.4,1997.0,120.0,7,1080000
Honda City,Honda,City,7.0,66100,Dealer,Diesel Fuel,Manual,26.0,1498.0,98.6,5,530000
Maruti Swift Dzire,Maruti,Swift Dzire,4.0,50000,Owner,Diesel,Manual,28.4,1248.0,74.02,5,680000
Mahindra Scorpio,Mahindra,Scorpio,4.0,42000,Dealer,Diesel,Manual,15.4,1997.0,120.0,7,1025000
Hyundai i20,Hyundai,i20,4.0,55000,Owner,petrol,Manual,18.6,1197.0,81.83,5,650000
Hyundai i10,Hyundai,i10,9.0,110699,Car Dealer,,Manual,,1197.0,78.9,5,194000
Maruti Baleno,marut,Baleno,2.0,5000,Individual,Petrol,A/T,21.4,1197.0,83.1,5,686000
Maruti Alto,Maruti,Alto,5.0,50000,Individual,Petrol,Manual,22.74,796.0,47.3,5,200000
Maruti Swift Dzire,MARUTI,Swift Dzire,11.0,44000,Dealer,Petrol,Manual ,19.1,1197.0,85.8,5,250000
Maruti Vitara,Maruti,ViTAra,3.0,90000,Individual,Diesel,,24.3,1248.0,88.5,5,730000
Hyundai Verna,  Hyundai,Verna,,55000,Dealer,Petrol,Manual,17.01,1591.0,121.3,5,650000
Maruti Vitara,Maruti,Vitar,4.0,45000,Dealer,Diesel,M/T,24.3,1248.0,88.5,5,790000
Maruti Baleno,Maruti,Baleno,4.0,30000,Individual,petrol,Manual ,21.4,1197.0,83.1,5,620000
Hyundai Verna,Hyundai,Verna,,50000,,Petrol,Manual,17.01,1591.0,121.3,5,510000
Maruti Eeco, Maruti,Eeco,8.0,20000,Owner,Petrol ,Manual,15.37,1196.0,73.0,5,375000
Maruti Swift Dzire,Maruti ,Swift Dzire,4.0,19843,Trustmark Dealer,petrol,A/T,21.21,1197.0,81.8,5,620000
Ford Endeavour, Ford,End3avour,10.0,30000,Owner,Diesel,Automatic ,11.4,2953.0,153.86,7,950000
Toyota Innova,Toyota,Innova,4.0,52300,Dealer,,Manual,13.68,2393.0,147.51,7,1450000
Honda City, Honda,City,5.0,40000,Owner,Petrol,AUTOMATIC,18.0,1497.0,117.3,5,845000
Maruti Swift Dzire,Maruti  ,Swift Dzire,7.0,61500,Car Dealer, Diesel,MAN,23.4,1248.0,74.0,5,390000
Honda Amaze,Hond,Amaze,6.0,59000,Car Dealer,Petrol,Manual,18.0,1198.0,86.7,5,395000
Hyundai Grand,Hyundai,Grand,3.0,40000,Individual,,Manual,18.9,,81.86,5,450000
Audi A6,Audi,A6,8.0,60000,Individual,Diesel Fuel,,17.68,1968.0,174.33,5,1700000
Hyundai Grand, Hyundai,Grand,8.0,61000,Car Dealer,Gasoline,Manual,18.9,1197.0,82.0,5,325000
Mahindra KUV,Mahindra,KUV,5.0,70000,Individual,,MAN,25.32,1198.0,77.0,6,350000
Mahindra XUV500,Mahindra,XUV500,8.0,63000,DEALER,Diesel Fuel,Manual,15.1,2179.0,140.0,7,650000
Mercedes-Benz E-Class,M3rcedes-Benz,E-Class,9.0,58000,Car Dealer,Petrol,  Manual,12.3,1796.0,185.0,5,1250000
Maruti Swift Dzire,Maruti,Swift Dzire,4.0,22000,Owner,diesel,M/T,28.4,1248.0,74.02,5,750000
Honda City,Honda,City,11.0,57977,Dealer,Gasoline,Manual,17.0,1497.0,118.0,5,299000
Land Rover Rover,Land Rover,Rov3r,3.0,13000,Car Dealer, Petrol,Automatic,12.19,1997.0,237.36,4,7000000
Mini Cooper,,Cooper,9.0,67000,Dealer,Petrol,A/T,17.33,1998.0,189.08,4,1325000
Maruti Ertiga,Marut,Ertiga,7.0,48242,Dealer,Diesel,Manual,20.77,1248.0,88.76,7,524000
Ford Figo,Ford,Figo,9.0,68000,  Dealer,Diesel,Manual,20.0,1399.0,68.05,5,169000
Maruti Ertiga,Maruti,Ertiga,7.0,40000,Individual,Diesel,M/T,20.77,1248.0,88.8,7,500000
Audi Q7,,Q7,9.0,98000,Dealer,Diesel,Automatic,12.07,2967.0,241.4,7,2000000
Maruti Swift Dzire,Maruti,Swift Dzire,8.0,113450,Individual,Diesel,Manual  ,23.4,1248.0,74.0,5,380000
Maruti Wagon R,Maruti,Wagon R,3.0,80000,Individual,Petrol,Automatic,20.51,,67.0,5,400000
Hyundai Santro,,Santro,1.0,1000,Dealer,Petrol,Automatic,20.3,,68.0,5,565000
Maruti Wagon R,Maruti,Wagon R,6.0,20292, Dealer,PETROL,MANUAL,20.51,998.0,67.04,5,335000
Mahindra Scorpio,Mahindra,Scorpio,11.0,67900,Car Dealer,Diesel,M/T,12.05,2179.0,120.0,7,300000
Mahindra Scorpio,Mahindra,Scorpio,,40000,Car Dealer,,MAN,15.4,1997.0,120.0,7,1051000
Hyundai Grand,Hyundai,Grand,4.0,60000,Individual,Diesel,Manual,24.0,1186.0,73.97,5,510000
Renault KWID,Renault,KWID,3.0,25000,Individual,Petrol,Automatic ,24.04,999.0,67.0,5,370000
Maruti Wagon R,Maruti,Wagon R,15.0,70000,Individual,Gasoline,Manual  ,18.9,998.0,67.1,5,200000
Maruti Baleno,Maruti,Baleno,3.0,21000,Owner,Diesel,M/T,27.39,1248.0,74.0,5,625000
Mahindra Scorpio,Mahindra,Scorpio,3.0,39000,Car Dealer,Diesel,Manual,,2179.0,140.0,7,1290000
Hyundai Creta,Hyunda,Creta,4.0,30000,Dealer,Petrol,Manual,15.8,1591.0,121.3,5,890000
Hyundai Verna,Hyundai,Verna,9.0,61000,Dealer,diesel,M/T,22.32,1582.0,126.3,5,420000
Maruti Swift,,Swift,4.0,5743,Trustmark Dealer,Petrol ,Manual,20.4,1197.0,83.11,5,500000
Hyundai Grand,Hyundai,Grand,3.0,24200,Individual,Gas,MAN,18.9,1197.0,81.86,5,600000
Maruti Baleno,Maruti,Baleno,4.0,57000,Individual,Diesel,M/T,27.39,1248.0,74.0,5,590000
Hyundai i10,Hyundai,i1,10.0,58000,Dealer,Petrol,Manual  ,20.36,1197.0,78.9,5,190000
Datsun GO,Datsun,GO,4.0,15000,Owner,PEtRoL,,19.44,1198.0,67.0,7,500000
Maruti Celerio,  Marut,C3lerio,4.0,10000,Individual,Petrol,Manual,23.1,,67.04,5,450000
Mahindra XUV500,Mahindra,XUV500,6.0,100000,Individual,Diesel Fuel,MAN,15.1,2179.0,140.0,7,650000
BMW Z4,BMW,Z4,1.0,2000,Dealer,,Automatic  ,11.29,2998.0,335.0,2,8250000
Maruti Wagon R,Maruti,Wagon R,1.0,10000,Individual,Petrol,MAN,20.52,1197.0,81.8,5,500000
Maruti Alto,Maruti,Alto,12.0,43000,Individual,Petrol,Manual,19.7,796.0,46.3,5,140000
Honda Amaze, Honda,amaz3,,64000,Dealer,CNG,M/T,18.0,1198.0,86.7,5,349000
Maruti Wagon R,Maruti,Wagon R,7.0,30000,  Individual,Petrol,M/T,20.51,998.0,67.06,5,325000
Honda City,Honda,City,7.0,63000,dealer,Petrol,manual,17.8,1497.0,117.3,5,435000
Maruti Celerio,Maruti,celerio,3.0,28000,Car Dealer,CNG,Manual,31.79,998.0,58.33,5,455000
Land Rover Rover,Land Rover,Rover,3.0,25000,Individual,Gasoline,Automatic,9.17,2995.0,335.25,7,6200000
Honda City,Honda,City,4.0,32226,Car Dealer,Petrol,Manual  ,17.8,1497.0,117.3,5,755000
Maruti Alto,Maruti,Alto,7.0,65000,Individual,Petrol,Manual,23.95,998.0,67.05,5,245000
Kia Seltos,Kia ,Seltos,2.0,14000,Dealer,Diesel Fuel,M/T,20.8,1493.0,113.4,5,1350000
Renault KWID,Renault,KWID,3.0,15000,Owner, Petrol,Automatic,24.04,999.0,67.0,5,310000
BMW 6,Bmw,6,3.0,30000,  Individual,Gasoline,Automatic,14.28,1998.0,254.7,4,5500000
Maruti Swift Dzire, Marut,Swift Dzir3,3.0,32000,Car Dealer,Diesel Fuel,Manual,19.3,1248.0,73.9,5,675000
Maruti Wagon R,Maruti ,wagon r,2.0,30000,Individual,Petrol,M/T,20.52,1197.0,81.8,5,500000
Hyundai i10,Hyundai,i10,,25000,Owner,Petrol,Manual,20.36,1197.0,78.9,5,300000
Mahindra Scorpio,Mahindra,Scorpio,5.0,35000,Individual,Diesel,Automatic,15.4,2179.0,120.0,7,1450000
Mahindra Scorpio,Mahindra,Scorpio,8.0,140000,Individual,Diesel,Manual,12.05,2179.0,120.0,8,530000
Ford Ecosport,Ford,Ecosport,7.0,65597,Trustmark Dealer,Diesel Fuel,Manual,,1498.0,89.84,5,575000
Hyundai i20,Hyundai,i20,4.0,35000,Individual,Petrol,Manual,18.6,1197.0,81.83,5,550000
Maruti Ciaz,maruti,Ciaz,7.0,160000,Individual,Diesel, Manual,26.21,1248.0,88.5,5,500000
Maruti Baleno,Maruti,Bal3no,,7124,Individual,PETROL,Manual,21.01,1197.0,81.8,5,643000
Ford Ecosport,Ford ,Ecosport,2.0,15000,Owner,Petrol,,18.1,999.0,123.24,5,1000000
Hyundai Grand,Hyundai,Grand,5.0,34000,Individual,Gasoline,Manual,18.9,1197.0,82.0,5,550000
Volkswagen Vento,Volkswagen,V3nto,10.0,280000,Individual,Diesel,Manual,20.54,1598.0,103.6,5,300000
Tata Tigor,Tata,Tigor,3.0,40000,Owner,Gas,M/T,20.3,1199.0,84.0,5,470000
Honda City,Honda,City,7.0,77000,Dealer  ,Diesel,MaNuAL,26.0,1498.0,98.6,5,525000
Datsun GO,Datsun,GO,4.0,15000,Individual,Petrol,M/T,19.44,1198.0,67.0,7,469000
Maruti Alto,,Alto,9.0,60000,Owner,Petrol,MAN,20.92,998.0,67.1,5,210000
Maruti Alto,Maruti,Alto,8.0,120000,Owner,Petrol,MAN,22.74,796.0,47.3,5,200000
Renault KWID,Renault,kwid,2.0,2500,Individual,Petrol,Manual,23.01,999.0,67.0,5,400000
Jaguar XF,Jaguar,XF,8.0,50000,Dealer,  Diesel,Automatic,16.36,2179.0,187.7,5,2150000
Maruti Celerio,  Marut,Celerio,5.0,46500,Owner,Petrol,M/T,23.1,998.0,67.04,5,340000
Maruti Alto,Maruti,Alto,16.0,5000,  Individual,Petrol,M/T,19.7,,46.3,5,95000
Maruti Swift,Maruti,Swift,,68000,Individual,Diesel Fuel,Manual,22.9,1248.0,74.0,5,381000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,,45000,Car Dealer,Diesel Fuel,Automatic,14.94,2143.0,204.0,5,775000
Maruti Swift Dzire,Maruti,Swift Dzire,4.0,20000,Individual,Diesel Fuel,,28.4,1248.0,74.02,5,700000
Maruti Ciaz,MArUt,CIAZ,4.0,106000,Dealer,Diesel Fuel, Manual,28.09,1248.0,88.5,5,675000
Honda City,Honda,City,6.0,28000,dealer,Petrol,Automatic,18.0,,117.3,5,670000
Mahindra XUV500,Mahindra,XUV500,3.0,50000,Individual,Diesel,M/T,16.0,2179.0,140.0,7,1050000
BMW X5,,X5,2.0,19000,Individual,diESel,Automatic,13.38,,265.0,5,7900000
Honda City,Hond,City,10.0,55000,Dealer,Petrol,Manual,17.0,1497.0,118.0,5,360000
Ford Figo,Ford,Figo,4.0,53000,Individual,Diesel,Manual,25.83,1498.0,99.0,5,400000
Hyundai Verna,Hyundai,V3rna,7.0,89000,DeaLer,Diesel,MAN,22.32,1582.0,126.32,5,470000
Maruti Alto,Maruti,Alto,3.0,22000,Individual,Gas,Manual,24.7,796.0,47.3,5,304000
Honda City,Honda,City,7.0,69000,Dealer,  Diesel,Manual,26.0,1498.0,98.6,5,490000
Mahindra Scorpio,,Scorpio,5.0,155000,Individual,Diesel,M/T,15.4,1997.0,120.0,7,864000
Mahindra XUV500,Mahindra,XUV500,8.0,85000,,Diesel,Manual,16.0,2179.0,140.0,7,480000
Maruti Wagon R,mArut,Wagon R,2.0,3600,Dealer,Gas,Automatic,20.52,,,5,575000
Maruti Baleno,Marut,Baleno,2.0,5000,Individual,Gasoline,A/T,21.4,1197.0,83.1,5,686000
Toyota Innova,Toyota,Innov,6.0,143000,Car Dealer,Diesel,Manual,12.99,2494.0,100.0,7,780000
Audi A6,Audi,A6,3.0,24000,Dealer,Diesel,A/T,17.68,1968.0,174.33,5,3490000
MG Hector,MG,Hector,2.0,28000,Dealer  ,Diesel,MAN,17.41,1956.0,167.68,5,1699000
Maruti Swift,Maruti,Swift,2.0,44000,Individual,Diesel Fuel,M/T,28.4,1248.0,74.0,5,800000
Maruti Baleno,Maruti,Baleno,3.0,10000,Individual,Petrol,AUTO,21.4,1197.0,83.1,5,680000
Toyota Fortuner,Toyota,Fortuner,11.0,200000,Owner,Diesel,Manual,11.5,2982.0,171.0,7,1200000
Toyota Innova,TOYOTA,Innova,9.0,187031,Dealer,Diesel,Manual,12.99,2494.0,100.0,8,525000
Ford Ecosport,Ford  ,Ecosport,2.0,22346,Car Dealer,Petrol,Manual,,1497.0,121.36,5,955000
Hyundai i20,Hyundai,i20,9.0,120000,Individual,Diesel,M/T,,1396.0,90.0,5,350000
Maruti Vitara,Maruti,Vitara,1.0,1000,Dealer,Petrol,manual,17.03,1462.0,103.26,5,800000
Maruti Alto,Maruti,Alto,,56700,Individual,Petrol,Manual,19.7,796.0,46.3,5,75000
Mahindra XUV500,Mahindra,XUV500,6.0,170000,Individual,,manUal,,2179.0,140.0,7,825000
Mahindra Marazzo,Mahindra,Marazzo,2.0,60000,Individual,Diesel,,17.3,1497.0,121.0,8,1476000
Honda Jazz, Honda,Jazz,3.0,40000,  Dealer,,A/T,18.2,1199.0,88.7,5,670000
Maruti Alto,Maruti,Alto,9.0,28000,Car Dealer,Petrol,Manual,19.7,796.0,46.3,5,180000
Hyundai Grand,  Hyundai,Gran,,35000,Individual,Petrol,M/T,18.9,1197.0,81.86,5,490000
Maruti Baleno,mARUti,Baleno,4.0,20000,Individual,Petrol,Manual,21.4,1197.0,83.1,5,550000
Hyundai i10,Hyundai,i10,7.0,40000,Individual,Gas,Manual  ,20.36,1197.0,78.9,5,350000
Toyota Innova,,Innova,2.0,35000,Individual,Diesel,MAN,13.68,2393.0,147.8,8,1500000
Ford Figo,Ford,Figo,9.0,74000,Car Dealer,Diesel,MAN,20.0,1399.0,68.05,5,190000
Renault Duster,Renault,Dust3r,7.0,46500,Individual,Diesel,Manual,20.45,1461.0,83.8,5,460000
Maruti Swift,Maruti,Swift,2.0,8000,Dealer,PETROL,Automatic,21.21,1197.0,81.8,5,650000
Maruti Ciaz,Maruti,Ciaz,5.0,120000,Owner,Diesel,Manual,28.09,1248.0,88.5,5,700000
Maruti Swift,Maruti,Swift,4.0,34000,Owner,Petrol,Manual,20.4,1197.0,81.8,5,455000
Maruti Swift,Maruti,Swift,7.0,54000,Car Dealer,Petrol,Manual,22.0,1197.0,81.8,5,365000
Maruti Swift Dzire,Maruti,Swift Dzire,7.0,11275,Dealer,Gas,MAN,19.1,1197.0,85.8,5,470000
Toyota Fortuner,,Fortuner,3.0,35000,Dealer,diesel,Automatic,12.9,2755.0,174.5,7,2950000
Maruti Swift,Maruti,Swif,9.0,48000,Owner,Diesel Fuel,Manual,22.9,,74.0,5,400000
Renault Duster,Renault ,Duster,6.0,68000,Dealer,Diesel,Manual,19.87,1461.0,83.8,5,550000
Honda Civic,Honda,Civic,2.0,23000,,pEtROl,Automatic,13.9,1799.0,130.2,5,1519000
Maruti Swift Dzire,MARUTI,Swift Dzire,3.0,31500,Individual,Diesel Fuel,,28.4,1248.0,74.02,5,740000
Honda Amaze,Honda,Amaze,8.0,73000,Dealer,Diesel,Manual,25.8,1498.0,98.6,5,325000
Hyundai Grand,Hyundai,Grand,1.0,10000,Individual,Gas,  Automatic,20.7,1197.0,81.86,5,600000
Honda Amaze,Honda,Amaze,8.0,208000,Individual,Diesel  ,MAN,25.8,1498.0,98.6,5,300000
Hyundai i10,Hyundai,i10,11.0,30000,Individual,Petrol,Manual,20.36,1197.0,78.9,5,300000
Maruti Wagon R,Marut,Wagon R,5.0,83000,Dealer,CNG,M/T,26.6,998.0,58.16,5,345000
Mahindra Scorpio,Mahindra,Scorpio,3.0,60000,Individual,Diesel,Manual  ,15.4,2523.0,75.0,7,900000
Mahindra XUV500,Mahindra,XUV500,5.0,83000,Dealer,Diesel,Manual ,16.0,1997.0,140.0,7,1025000
Isuzu D-Max,  Isuzu,d-max,4.0,58132,Dealer,Diesel Fuel,,12.4,2499.0,134.0,5,1450000
Maruti Swift,maruti,Swift,6.0,34000,Individual,Gas,,20.4,1197.0,,5,400000
Honda Amaze,Honda,Amaze,7.0,45120,Dealer,Diesel,Manual,25.8,1498.0,98.6,5,367000
Hyundai Grand,Hyundai,Grand,2.0,15000,Owner,Petrol,,18.9,1197.0,81.86,5,535000
Maruti Ertiga,Maruti  ,Ertiga,2.0,15000,,Gasoline,Manual,19.34,1462.0,103.0,7,805000
MG Hector,MG,Hector,1.0,1000,Car Dealer,Petrol,Manual  ,15.81,1451.0,141.0,5,1488000
Hyundai i10,Hyunda,i10,9.0,64000,Individual ,Petrol,Manual,20.36,1197.0,,5,250000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10.0,98000,Dealer,Diesel,Automatic,14.21,2143.0,203.0,5,700000
Maruti Vitara,Maruti,Vitar,5.0,65000,Dealer,Diesel, Manual,24.3,1248.0,,5,675000
Maruti Swift,Maruti,Swift,6.0,84000,Car Dealer,Diesel,M/T,28.4,1248.0,74.0,5,425000
Maruti Alto,Maruti,Alto,6.0,33000,Individual,Petrol,Manual,22.74,796.0,47.3,5,260000
Honda City,Honda,City,5.0,55670,,peTRol,M/T,17.8,1497.0,117.3,5,700000
Maruti Baleno,,Baleno,4.0,50000,Individual,  Diesel,Manual,27.39,1248.0,,5,560000
Hyundai Verna,Hyunda,V3rna,15.0,148000,Individual,Diesel Fuel,Manual,16.8,1493.0,110.0,5,155000
Porsche Cayenne,Porsche ,cAYennE,5.0,47000,,Diesel  ,Automatic,15.15,2967.0,240.0,5,5975000
Maruti Ertiga,Marut,Ertiga,2.0,18000,Dealer,Petrol,Manual  ,19.01,1462.0,103.26,7,800000
BMW 3,BMW ,3,10.0,52420,Car Dealer,Diesel,aUtomaTic,22.69,1995.0,190.0,5,750000
Hyundai Grand,Hyunda,Grand,6.0,10000,Owner,Petrol,Manual,18.9,1197.0,82.0,5,350000
Toyota Innova,Toyota,Innova,5.0,40000,Individual,Diesel,Manual,13.68,2393.0,147.8,8,1380000
Mahindra Scorpio,Mahindra,Scorpio,6.0,50000,Individual,Diesel Fuel,Manual,15.4,2179.0,120.0,7,1000000
Maruti Ertiga,Maruti,Ertiga,3.0,50000,Individual,Gasoline,Manual,17.5,1373.0,91.1,7,700000
Maruti Swift Dzire,Maruti,Swift Dzire,12.0,76963,INDIVIDUAL,  Petrol,MANUAL,17.5,1298.0,85.8,5,230000
BMW 5,BMW,5,5.0,52890,Car Dealer,DIESEL,Automatic,18.12,1995.0,190.0,5,2800000
Maruti Alto,Maruti,Alto,5.0,45000,Car Dealer,CNG,Manual,30.46,796.0,47.3,5,350000
Maruti Baleno,Maruti  ,Baleno,3.0,25000,Owner,Diesel,Manual,27.39,1248.0,74.0,5,825000
Renault KWID,Renault,KWID,3.0,10103,Dealer,Petrol,Manual  ,25.17,799.0,53.3,5,325000
BMW X1,BMW,X1,7.0,24000,Dealer,Diesel Fuel,Automatic,17.05,1995.0,184.0,5,1675000
Mahindra XUV500,Mahindra,XUV500,7.0,47240,Dealer,Diesel,Manual,15.1,2179.0,140.0,7,800000
Maruti Celerio,Maruti,Celerio,2.0,30000,Owner,Petrol,Manual,23.1,998.0,67.04,5,400000
Toyota Innova,Toyot,Innova,3.0,58000,Dealer,,Manual,13.68,2393.0,147.51,7,1750000
Audi A4,Audi,A4,8.0,65000,Dealer,diesel,Automatic,,1968.0,147.51,5,1200000
Hyundai i20,Hyunda,i20,6.0,35213,Dealer,Diesel Fuel,MAN,22.54,1396.0,88.73,5,535000
Hyundai Grand,Hyundai,Grand,6.0,35000,Owner,Petrol,Manual,18.9,1197.0,82.0,5,356000
Mahindra XUV500, Mahindra,XUV500,9.0,92000,Dealer,Diesel,Manual,16.0,2179.0,140.0,7,550000
Maruti Eeco,Maruti,E3co,3.0,34500,Dealer,CNG,Manual,21.94,1196.0,61.7,5,360000
Maruti Ertiga,Maruti,Ertiga,4.0,50000,Individual,Diesel,M/T,24.52,1248.0,88.5,7,700000
Hyundai Grand,Hyundai,Grand,5.0,30000,Individual,Petrol,Manual,18.9,1197.0,82.0,5,390000
Toyota Fortuner,toyota,Fortuner,9.0,51000,Dealer,Diesel,A/T,12.55,2982.0,168.7,7,1245000
Mahindra XUV500,Mahindr,XUV500,4.0,60000,iNdIVIduAL,Diesel,Automatic,16.0,2179.0,140.0,7,1150000
Maruti Wagon R, Maruti,Wagon R,10.0,83000,Dealer,,Manual,18.9,998.0,67.1,5,180000
Skoda Rapid,Skoda,Rapid,7.0,70000,Dealer,Gas,MAN,15.0,1598.0,103.52,5,425000
Ford Freestyle,Ford,Freestyle,2.0,50000,Owner,Petrol,Manual,,1194.0,94.68,5,650000
Maruti Swift,Maruti,Swift,9.0,60000,Owner,Diesel,Manual,22.9,1248.0,74.0,5,400000
Honda City,Honda,City,12.0,51000,dealer,Gasoline,,17.0,1497.0,118.0,5,275000
Maruti Alto,Maruti,alto,10.0,40000,Individual,Gasoline,Manual,19.7,796.0,46.3,5,170000
Skoda Superb,Skoda,Superb,11.0,100000,Owner,Petrol,Manual,13.14,1798.0,157.8,5,235000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10.0,160000,Individual,Diesel Fuel,Automatic,,2143.0,170.0,5,700000
Maruti Alto,Maruti,Alto,7.0,70000,Individual,Petrol,Manual  ,23.95,998.0,67.05,5,250000
Maruti Swift, Maruti,Swift,8.0,70000,,Petrol,Manual,18.6,1197.0,85.8,5,350000
Hyundai i20,  Hyunda,i20,5.0,50000,Owner,Gas,M/T,18.6,1197.0,81.83,5,480000
Maruti Swift Dzire,Maruti,sWiFT DzIre,4.0,30000,Dealer  ,Gas,Automatic,21.21,1197.0,81.8,5,690000
Maruti Ciaz,Maruti,Ciaz,6.0,60000,Individual,Diesel,Manual,26.21,1248.0,88.5,5,670000
Maruti Alto,Maruti,Alto,10.0,50000,Individual,Gas,M/T,20.92,,67.1,5,250000
Mahindra Scorpio,Mahindra ,Scorpio,4.0,42000,Dealer,Diesel,Manual,15.4,2523.0,75.0,7,935000
Hyundai Verna,Hyundai,Verna,2.0,15000,Individual,Petrol,,17.0,1591.0,121.3,5,1030000
Maruti Wagon R,Maruti,Wagon R,16.0,33650,,Petrol,M/T,18.9,,67.1,5,110000
Hyundai i20,Hyunda,i20,6.0,35000,Individual,Gasoline,M/T,18.6,1197.0,81.83,5,470000
Maruti Swift,Maruti,Swift,6.0,30000,Individual,Petrol,MAN,20.4,1197.0,81.8,5,370000
Maruti Celerio,Maruti,Celerio,3.0,100000,Individual,Petrol,Automatic,23.1,998.0,67.04,5,450000
Maruti Wagon R,Maruti,Wagon R,5.0,58000,Dealer,CNG,Manual,,,58.2,5,275000
Maruti Swift Dzire,Maruti,Swift Dzire,2.0,4000,Individual  ,Petrol,Automatic,21.21,1197.0,81.8,5,731000
Maruti Wagon R,Maruti,Wagon,5.0,60000,Owner,Petrol,Manual,20.51,998.0,67.04,5,380000
Tata Nexon,Tata,Nexon,3.0,60000,Owner,Diesel Fuel,Manual ,21.5,1497.0,108.5,5,900000
Honda Amaze,Honda,Amaze,5.0,34000,Car Dealer,Petrol,Manual,18.0,1198.0,86.7,5,500000
Datsun GO,Datsun,GO,4.0,42000,Individual,Gas,  Manual,20.63,1198.0,67.06,5,330000
Tata Hexa,Tata,hexa,3.0,60000,individual,Diesel,Manual,17.6,2179.0,153.86,7,1400000
Hyundai Verna,hyundai,Verna,8.0,80000,Individual,Diesel,Manual,22.32,1582.0,,5,540000
Mahindra Bolero,Mahindra,Bolero,13.0,120000,indiVIDuaL,Diesel,Manual,13.6,,63.0,7,375000
Toyota Fortuner,TOYOTA,Fortuner,5.0,50000,Dealer,,Automatic,10.26,2694.0,163.7,7,2600000
Ford Ecosport,Ford,Ecosport,5.0,35200,Dealer,Petrol,Automatic,14.7,1496.0,120.69,5,725000
Hyundai i20,Hyundai,i20,1.0,3700,trUStMarK dEALer, Petrol,Manual,18.6,1197.0,81.86,5,765000
Maruti Wagon R,Maruti,Wagon R,,25000,Individual,Petrol, Manual,20.51,998.0,,5,380000
Toyota Fortuner,Toyota  ,Fortun3r,4.0,64000,Dealer,Diesel,Automatic  ,12.9,2755.0,174.5,7,2625000
Mahindra XUV500,Mahindra  ,XUV500,8.0,50000,Dealer,Diesel  ,Manual,15.1,2179.0,140.0,7,621000
Maruti Swift Dzire,Maruti,Swift Dzire,2.0,15000, Individual,Petrol,MAN,21.21,1197.0,81.8,5,600000
Mahindra XUV300,Mahindra,XUV300,2.0,30000,Individual,Petrol,Manual,17.0,1197.0,110.0,5,1130000
Maruti Swift Dzire,Maruti,Swift Dzire,1.0,35000,Individual,Petrol,  Manual,21.21,1197.0,81.8,5,670000
Ford Endeavour,,Endeavour,4.0,62876,,Diesel,Automatic,10.91,3198.0,197.0,7,2875000
Honda Amaze,Honda,Amaze,6.0,70000,Individual,diesel,Manual,25.8,1498.0,98.6,5,350000
Maruti Swift Dzire,Maruti  ,Swift Dzir3,6.0,84003,Individual,Diesel,Manual,26.59,1248.0,74.0,5,530000
Mahindra Thar,Mahindra,Thar,,55000,Dealer,Diesel,Manual,16.55,2498.0,105.0,6,850000
Maruti Alto,Maruti,Alto,5.0,42000,Dealer,Cng,MAN,33.44,796.0,40.3,4,260000
Maruti Alto,Marut,Alto,8.0,31000,dealer,Petrol,Manual,20.92,998.0,67.1,5,230000
Ford Ecosport,Ford,Ecosport,8.0,80000,Dealer,Diesel ,manual,22.7,1498.0,89.84,5,475000
Tata Nexon,Tata ,N3xon,2.0,6000,Individual,Petrol,Manual,17.0,1198.0,108.5,5,750000
Land Rover Rover,Land Rover,Rover,2.0,12000,Dealer,,Automatic,12.63,2179.0,147.5,5,4000000
Skoda Superb,Skoda,Sup3rb,8.0,65000,, Diesel,Manual,17.2,1968.0,138.1,5,499000
Honda Jazz,Honda,Jazz,4.0,30000,Car Dealer,,Manual,18.7,1199.0,88.7,5,525000
Hyundai i20,,i20,7.0,10000,,Petrol,MAN,18.6,1197.0,81.83,5,535000
